config,n_classes,total_pix,pix_count,weights,total_fov_pix,fov_pix_count,fov_weights
layers_all,3,65536000,"{0: 3477432, 1: 10848756, 2: 2569812, 3: 48640000}","{0: 18.8460910234909, 1: 6.04087694478519, 2: 25.50225463963901, 3: 1.3473684210526315}",16896000,"{0: 3477432, 1: 10848756, 2: 2569812}","{0: 4.858757841993747, 1: 1.5574135873274317, 2: 6.574800024281932}"
