config,n_classes,total_pix,pix_count,weights,total_fov_pix,fov_pix_count,fov_weights
traffic,2,98304000,"{0: 9901020, 1: 15442980, 2: 72960000}","{0: 9.928674015404473, 1: 6.365610782374905, 2: 1.3473684210526315}",25344000,"{0: 9901020, 1: 15442980}","{0: 2.5597362695964656, 1: 1.64113402983103}"
