config,n_classes,total_pix,pix_count,weights,total_fov_pix,fov_pix_count,fov_weights
traffic,5,98304000,"{0: 5486439, 1: 12699137, 2: 3998736, 3: 337657, 4: 39216, 5: 75742815}","{0: 17.91763291271442, 1: 7.740998463123912, 2: 24.583768470836784, 3: 291.135679106312, 4: 2506.731946144431, 5: 1.297865678744578}",22561185,"{0: 5486439, 1: 12699137, 2: 3998736, 3: 337657, 4: 39216}","{0: 4.1121727590519095, 1: 1.7765919841639632, 2: 5.642079147010455, 3: 66.81687333595927, 4: 575.3056150550796}"
