config,n_classes,total_pix,pix_count,weights,total_fov_pix,fov_pix_count,fov_weights
layers_none,3,65536000,"{0: 4957594, 1: 7398741, 2: 4539665, 3: 48640000}","{0: 13.219315659975383, 1: 8.857723226154288, 2: 14.436307524894458, 3: 1.3473684210526315}",16896000,"{0: 4957594, 1: 7398741, 2: 4539665}","{0: 3.4081048185874034, 1: 2.2836317692429025, 2: 3.7218605337618524}"
