config,n_classes,total_pix,pix_count,weights,total_fov_pix,fov_pix_count,fov_weights
layers_none,2,65536000,"{0: 9491568, 1: 7404432, 2: 48640000}","{0: 6.9046547419773, 1: 8.850915235631849, 2: 1.3473684210526315}",16896000,"{0: 9491568, 1: 7404432}","{0: 1.7801063006660227, 1: 2.2818765841863358}"
