f2b-mini-ved-rgb,f2b-mini-ved-rgb-aug_cl,f2b-mini-ved-rgb-lbda,f2b-mini-pon-rgb,f2b-mini-pon-rgb-aug_cl,f2b-mini-pon-rgb-lbda,f2b-mini-rgved-rgbd,f2b-mini-rgved-rgbd-aug_cl,f2b-mini-rgved-rgbd-lbda,f2b-mini-pon_depth-rgbd,f2b-mini-pon_depth-rgbd-aug_cl,f2b-mini-pon_depth-rgbd-lbda,f2b-mini-vedfusion-rgbd,f2b-mini-vedfusion-rgbd-aug_cl,f2b-mini-vedfusion-rgbd-lbda
0.216544508934021,0.2518869936466217,0.2707851529121399,0.24899165332317352,0.257670521736145,0.2636902630329132,0.26927104592323303,0.28061366081237793,0.27488717436790466,0.2583151161670685,0.24674072861671448,0.2613193988800049,0.26438838243484497,0.22974863648414612,0.31036177277565
0.20671944320201874,0.25121545791625977,0.2777394652366638,0.246782585978508,0.250440776348114,0.27326029539108276,0.27316203713417053,0.27909746766090393,0.2744884490966797,0.25347521901130676,0.2501392364501953,0.2553344964981079,0.2696700394153595,0.22982485592365265,0.30472660064697266
0.2084604948759079,0.24851317703723907,0.2612757682800293,0.24221770465373993,0.2526550590991974,0.2805841863155365,0.2645375430583954,0.2770085334777832,0.2807987630367279,0.25811320543289185,0.23990383744239807,0.2571410536766052,0.2600930333137512,0.23057134449481964,0.3080447316169739
0.20345385372638702,0.25411146879196167,0.2717871367931366,0.24521800875663757,0.25734949111938477,0.2749750018119812,0.27241945266723633,0.2812761664390564,0.2773206830024719,0.25700363516807556,0.24082832038402557,0.2615590989589691,0.26159238815307617,0.239902526140213,0.29726648330688477
0.2029457539319992,0.2450142800807953,0.27488964796066284,0.24347420036792755,0.25904813408851624,0.2684215009212494,0.2712225019931793,0.27266865968704224,0.27091240882873535,0.260004460811615,0.24847511947155,0.26637905836105347,0.2596398890018463,0.22750437259674072,0.31215450167655945
0.21064703166484833,0.2481583058834076,0.2676209509372711,0.2526484429836273,0.2555217146873474,0.2722138464450836,0.2694116532802582,0.2761618494987488,0.2830412685871124,0.25792214274406433,0.2349364012479782,0.2671232521533966,0.2581731677055359,0.22756116092205048,0.30269771814346313
0.2106228768825531,0.24871540069580078,0.2647572457790375,0.24577756226062775,0.25594422221183777,0.27690571546554565,0.27808448672294617,0.27423611283302307,0.27500051259994507,0.25839951634407043,0.23879702389240265,0.26029208302497864,0.2573396563529968,0.23068304359912872,0.30995678901672363
0.20259340107440948,0.24936673045158386,0.2700836658477783,0.2456435263156891,0.25056925415992737,0.27860546112060547,0.2718493938446045,0.28555920720100403,0.28734052181243896,0.25605064630508423,0.24090509116649628,0.2725796103477478,0.2635084092617035,0.23531420528888702,0.3166094124317169
0.2046619951725006,0.2453203648328781,0.2658906579017639,0.241959810256958,0.25531893968582153,0.26616767048835754,0.2654598653316498,0.26935356855392456,0.28286924958229065,0.2551671862602234,0.24639901518821716,0.26607462763786316,0.2684546113014221,0.23049435019493103,0.3105321526527405
0.211696594953537,0.24683508276939392,0.27705588936805725,0.2476104199886322,0.2500728964805603,0.2729727625846863,0.2794291079044342,0.2710012197494507,0.27317410707473755,0.24761836230754852,0.248072549700737,0.27161163091659546,0.2638394236564636,0.236110657453537,0.31133633852005005
0.20527534186840057,0.24921815097332,0.27823981642723083,0.24430938065052032,0.25935250520706177,0.2764725387096405,0.28581511974334717,0.27536100149154663,0.2778876721858978,0.25278180837631226,0.23430252075195312,0.2569664418697357,0.2609230875968933,0.22522346675395966,0.31500786542892456
0.20816798508167267,0.24676856398582458,0.2754306197166443,0.2464967668056488,0.2529565691947937,0.27255192399024963,0.28253084421157837,0.27527743577957153,0.26923686265945435,0.2596971392631531,0.24805530905723572,0.2771567106246948,0.256289005279541,0.23365068435668945,0.30311620235443115
0.20364828407764435,0.23804625868797302,0.27169957756996155,0.24437081813812256,0.24753160774707794,0.26980018615722656,0.2643221914768219,0.2741316854953766,0.28219860792160034,0.25876545906066895,0.24090249836444855,0.25976431369781494,0.26130276918411255,0.2354024350643158,0.31403815746307373
0.2004343718290329,0.2488282471895218,0.26275038719177246,0.24590043723583221,0.2500399351119995,0.27825579047203064,0.2799491286277771,0.27503231167793274,0.27858516573905945,0.2491684854030609,0.24475626647472382,0.2650388777256012,0.26851969957351685,0.22577349841594696,0.3120848536491394
0.20095455646514893,0.24498459696769714,0.2660472095012665,0.24390283226966858,0.24894852936267853,0.27541056275367737,0.26951974630355835,0.27510949969291687,0.28143543004989624,0.2574160099029541,0.24498994648456573,0.25682592391967773,0.2585940361022949,0.23585109412670135,0.3177059292793274
0.21736522018909454,0.2610020041465759,0.271320641040802,0.24247229099273682,0.26006823778152466,0.2675606608390808,0.28143972158432007,0.2787711024284363,0.280494749546051,0.2592082917690277,0.24608154594898224,0.27136048674583435,0.2622738778591156,0.22972016036510468,0.3057795763015747
0.20765361189842224,0.2504015266895294,0.2671886086463928,0.25768160820007324,0.2528458833694458,0.2707793712615967,0.2819899916648865,0.28034740686416626,0.2870240807533264,0.2561191916465759,0.24218206107616425,0.26642271876335144,0.26122578978538513,0.22569462656974792,0.3006529211997986
0.20683303475379944,0.2544938921928406,0.27553075551986694,0.24791505932807922,0.26087087392807007,0.27440327405929565,0.276420921087265,0.26468294858932495,0.2789553105831146,0.26142364740371704,0.2402656525373459,0.2636205554008484,0.27251380681991577,0.22288234531879425,0.31119781732559204
0.2085929811000824,0.24609823524951935,0.26662111282348633,0.24725766479969025,0.2480451613664627,0.26733291149139404,0.269087016582489,0.2813716530799866,0.27430230379104614,0.2554059624671936,0.24719373881816864,0.2656216323375702,0.26815301179885864,0.2387596070766449,0.3099174499511719
0.20850534737110138,0.24135522544384003,0.2780987322330475,0.24566081166267395,0.2508508563041687,0.27376478910446167,0.272572785615921,0.2785007953643799,0.28503796458244324,0.25645333528518677,0.24927838146686554,0.2683814465999603,0.26166969537734985,0.2397937774658203,0.31629154086112976
0.20626850426197052,0.2504640519618988,0.2693973481655121,0.24615827202796936,0.25758928060531616,0.2666998505592346,0.26968100666999817,0.2724626958370209,0.27617374062538147,0.25990575551986694,0.2518470287322998,0.2560722231864929,0.2590475082397461,0.23616766929626465,0.2986038327217102
0.20924778282642365,0.2483333796262741,0.26720544695854187,0.2390356808900833,0.25613322854042053,0.27801185846328735,0.27809029817581177,0.2841251790523529,0.2758103311061859,0.25943708419799805,0.2447216957807541,0.2648044526576996,0.2593544125556946,0.22714075446128845,0.3058817386627197
0.2018226832151413,0.24033275246620178,0.2772524654865265,0.24545760452747345,0.24541859328746796,0.267742782831192,0.2814936339855194,0.27732962369918823,0.27615121006965637,0.2601308822631836,0.2427930384874344,0.2645038366317749,0.2701491415500641,0.23456470668315887,0.309993714094162
0.20818540453910828,0.2520260810852051,0.2771085202693939,0.2454098016023636,0.25811973214149475,0.2721219062805176,0.27730315923690796,0.2806892991065979,0.28659185767173767,0.25728359818458557,0.23763146996498108,0.26434749364852905,0.2627871632575989,0.2357807457447052,0.30157262086868286
0.21162883937358856,0.2547275424003601,0.2627007067203522,0.24134400486946106,0.25844353437423706,0.27574846148490906,0.26869484782218933,0.2790990471839905,0.2896987497806549,0.24843938648700714,0.24867579340934753,0.2607099413871765,0.26844948530197144,0.22804972529411316,0.2944008708000183
0.20396427810192108,0.24583518505096436,0.27233362197875977,0.24336084723472595,0.25226259231567383,0.27691739797592163,0.27208083868026733,0.28228265047073364,0.27855372428894043,0.2591352164745331,0.24833007156848907,0.26837342977523804,0.26264166831970215,0.2278657704591751,0.30632302165031433
0.2101123332977295,0.2486468255519867,0.2664929926395416,0.24104900658130646,0.2539418935775757,0.2799808382987976,0.2661617696285248,0.27540531754493713,0.2860561013221741,0.2610847055912018,0.2469923496246338,0.2599177658557892,0.25925466418266296,0.225808784365654,0.29929453134536743
0.205928236246109,0.2472734898328781,0.26777616143226624,0.24385063350200653,0.245662659406662,0.26972395181655884,0.26784834265708923,0.27165719866752625,0.27738532423973083,0.25593075156211853,0.2407536506652832,0.25919798016548157,0.2550452947616577,0.22743725776672363,0.30136385560035706
0.20570974051952362,0.24844130873680115,0.2723935842514038,0.24774520099163055,0.25808101892471313,0.27145829796791077,0.26976311206817627,0.2723627984523773,0.28570204973220825,0.2631629407405853,0.24459266662597656,0.26852911710739136,0.25901082158088684,0.22448953986167908,0.3016599118709564
0.20010511577129364,0.25069910287857056,0.2678520977497101,0.2474323809146881,0.2613881230354309,0.26793015003204346,0.269850492477417,0.26797622442245483,0.28305768966674805,0.26433008909225464,0.251691997051239,0.26790767908096313,0.2579827904701233,0.228000670671463,0.3068481385707855
